DJI（互联网泡沫）,DJI（经济大萧条）,DJI（87年，可能得省略）,DJI（08年金融危机）,N225（房地产泡沫）,CHL（智利金融危机）,China（中国08年）,HK（9798年东南亚危机）,China（中国15年）
3747.02,113.4,898.21,12083.77,9062.37,942.85,1108.286011,3062,4446.288086
3753.81,113.73,897.35,12141.58,9112.07,934.09,1106.291016,3019,4529.421875
3755.76,114.35,897.27,12307.35,9078.75,931.46,1093.463989,2996,4657.596191
3766.76,115.17,885.92,12269.08,9015.58,922.76,1072.83606,2980,4813.797852
3750.9,116.13,891.13,12160.3,9040.43,914.11,1086.01001,2984,4910.896973
3768.71,116.84,905.55,12029.06,9016.2,912.96,1085.609985,2931,4941.713867
3760.29,115.78,901.54,12063.09,9038.61,928.48,1115.619995,2861,4620.266113
3784.57,116.74,904.44,11842.69,8946.66,944.82,1101.485962,2807,4611.744141
3776.48,118.5,915.1,11842.36,8960,945.83,1102.032959,2778,4828.737793
3755.43,118.63,923.98,11807.43,8874.22,945.67,1093.702026,2767,4910.526855
3755.11,118.02,928.67,11811.83,8878.48,939.34,1101.881958,2760,4909.978027
3751.22,120.51,927.3,11453.42,8908.61,932.98,1124.640015,2791,4947.102051
3775.83,121.25,928.58,11346.51,8920.82,930.92,1108.588013,2905,5023.096191
3846.73,119.46,926.11,11350.01,9020.3,929.84,1104.991943,2862,5131.880859
3829.89,121.13,918.09,11382.26,9019.07,932.95,1080.937988,2850,5113.53418
3881.05,121.18,925.43,11215.51,9010.08,927.24,1055.593994,2925,5106.036133
3898.85,121.61,931.91,11288.54,9089.58,924.56,1047.277954,2913,5121.592773
3917.3,122.32,936.18,11288.54,9139.73,921.08,1039.042969,2872,5166.350098
3913.42,123.21,935.32,11231.96,9203.75,906.09,1033.545044,2884,5062.993164
3901.44,123.56,931.48,11384.21,9169.18,905.35,1038.597046,2915,4887.432129
3885.58,122.97,931.06,11147.44,9147.34,893.79,1017.982971,2916,4967.897949
3898.7,121.38,929.78,11229.02,9143.07,895.82,1011.499023,2949,4785.355957
3886.25,121.71,938.23,11100.54,9145.54,905.94,1046.161011,2958,4478.36377
3908.46,122.35,950.94,11055.19,9172.54,905.77,1037.394043,2950,4576.492188
3874.81,121.74,954.69,10962.54,9195.92,903.77,1040.416016,2991,4690.149902
3860.34,122.11,964.08,11239.28,9189.43,896.65,1026.11499,3015,4527.778809
3879.86,123.6,952.39,11446.66,9228.35,895.27,1012.096985,3081,4192.873047
3895.33,123.09,949.23,11496.57,9183.11,895.27,1014.35498,3042,4053.030029
3953.88,121.9,962.63,11467.34,9252.21,896.49,1021.052002,3050,4277.222168
3933.35,121.53,966.72,11602.5,9255.11,903.78,1020.632019,3063,4053.699951
3936.72,121.98,948.63,11632.38,9355.66,906.68,1046.321045,3011,3912.76709
3869.09,122.44,939.85,11349.28,9332.47,906.06,1045.400024,2990,3686.915039
3851.6,123.49,945.31,11370.69,9304.01,905.43,1072.807007,2968,3775.912109
3837.13,120.46,955.03,11131.08,9355.13,903.84,1089.909058,2978,3727.125
3831.75,120.08,958.19,11397.56,9299.33,903.55,1086.547974,2967,3507.191895
3849.24,120.56,956.23,11583.69,9274.11,899.44,1083.032959,2966,3709.330078
3863.04,120.83,953.41,11378.02,9195.66,895.54,1088.947998,2955,3877.802979
3878.18,121.48,943.09,11326.32,9141.25,892.71,1104.037964,2932,3970.387939
3854.63,122.37,930.38,11284.15,9254.15,889.16,1107.698975,2932,3924.487061
3843.19,121.73,932.59,11615.77,9272.56,889.16,1102.588989,2949,3805.702881
3846.89,121.23,940.78,11656.07,9280.3,885.52,1128.743042,2998,3823.176025
3801.13,121.73,953.16,11431.43,9345.78,880.74,1138.881958,3006,3957.352051
3787.34,117.96,948.81,11734.32,9414.15,878.71,1152.534058,2990,3992.110107
3775.56,118.48,940.96,11782.35,9445.32,858.99,1165.032959,3008,4017.675049
3797.43,120.07,928.58,11642.47,9432.61,848.26,1183.578979,3042,4026.044922
3821.32,119.71,934.73,11532.96,9402.59,842.76,1167.915039,3031,4123.922852
3876.83,121.64,938.48,11615.93,9450.1,850.15,1187.005981,3013,4070.907959
3875.15,121.48,941.3,11659.9,9424.34,858.65,1177.277954,3023,3725.558105
3889.95,122.15,936.52,11479.39,9491.93,864.85,1192.833984,3016,3663.001953
3910.47,122.86,937.63,11348.55,9529.97,864.57,1148.035034,2995,3789.167969
3923.93,122.24,945.9,11417.43,9562.48,863.55,1150.18396,2998,3705.766113
3917.54,123.93,961.26,11430.21,9493.09,857.1,1158.597046,2986,3663.726074
3936.04,125.25,956.48,11628.06,9563.25,856.68,1149.957031,2978,3622.905029
3911.15,123.26,963.74,11386.25,9472.35,856.68,1167.136963,2965,3756.544922
3891.3,124.81,974.57,11412.87,9323.63,853.79,1172.474976,3020,3694.572998
3855.3,125.68,962.03,11502.51,9420.9,852.64,1171.859985,3020,3661.539063
3850.59,124.33,964.76,11715.18,9349.06,853.68,1154.427979,3066,3744.205078
3848.23,122.62,955.97,11543.96,9280.8,860.71,1146.38501,3126,3928.415039
3875.15,123.26,940.1,11516.92,9319.55,860.77,1162.797974,3163,3927.907959
3930.66,124.6,921.93,11532.88,9370.21,861.73,1184.932983,3149,3886.320068
3908.12,123.25,932.42,11188.23,9260.16,861.76,1188.848022,3144,3954.555908
3863.37,120.76,939.42,11220.96,9232.77,866.69,1196.223999,3160,3965.334961
3837.13,118.53,942.24,11510.74,9246.55,883.34,1173.322021,3150,3993.667969
3845.88,118.25,950.68,11230.73,9323.09,893.73,1194.30896,3125,3748.164063
3807.52,119.38,965.7,11268.92,9321.37,905.7,1194.411011,3051,3794.108887
3808.87,120.91,960.67,11433.71,9356.79,898.53,1189.625,3066,3664.291016
3830.74,116.82,963.99,11421.99,9350.91,898.37,1188.212036,3083,3507.743896
3831.75,116.78,958.96,10917.51,9344.12,900.11,1207.16394,3078,3209.905029
3821.99,118.71,950.68,11059.02,9341.68,898.89,1217.260986,3079,2964.967041
3801.47,116.78,959.9,10609.66,9316.21,898.55,1217.281006,3060,2927.288086
3829.73,117.48,962.2,11019.69,9319.26,903,1212.947021,3066,3083.591064
3826.36,115,972.44,11388.44,9297.1,903,1220.626953,3057,3232.350098
3845.2,116.75,958.7,11015.69,9244.24,900.88,1212.616943,3024,3205.986084
3828.05,118.07,956.14,10854.17,9305.63,896.39,1187.988037,3031,3166.624023
3815.26,117.61,960.84,10825.17,9348.52,892.13,1159.959961,3004,3160.166992
3769.51,117.4,954.44,11022.06,9379.29,885.28,1151.97998,3046,3080.419922
3677.99,119.43,955.12,11143.13,9430.81,886.89,1155.041992,3026,3170.451904
3674.63,118.78,939.51,10365.45,9416.95,889.86,1133.237061,3009,3243.089111
3708.27,118.9,943.6,10850.66,9386.68,880.16,1131.774048,3027,3197.893066
3739.56,119.06,931.74,10831.07,9409.78,874.75,1155.484985,3035,3200.233887
3738.55,120.18,932.59,10482.85,9416.56,876.78,1155.614014,3058,3114.798096
3739.23,121.54,929.18,10325.38,9373.54,877.03,1155.609985,3037,3005.172119
3700.87,121.11,917.75,9955.5,9340.85,877.03,1155.609985,3000,3152.262939
3745.62,120.67,924.49,9447.11,9294.71,872.02,1155.609985,2984,3086.061035
3741.92,121.41,937.2,9258.1,9256.35,857.6,1155.609985,3087,3097.916992
3745.95,121.23,953.16,8579.19,9320.24,850.87,1155.609985,3072,3156.540039
3735.52,119.53,935.41,8451.19,9336.6,852.3,1138.949951,3066,3185.618896
3685.73,120.52,932.42,9387.61,9379.85,852.85,1157.192017,3062,3115.887939
3691.11,120.82,933.79,9310.99,9445.13,855.77,1161.853027,3090,3142.687012
3718.37,119.74,944.03,8577.91,9438.79,853,1152.607056,3140,3092.346924
3715.34,119.46,964.93,8979.26,9404.99,852.04,1139.546997,3206,3100.756104
3746.29,120,982.42,8852.22,9461.03,849.25,1131.375,3198,3038.136963
3765.47,120.4,986.35,9265.43,9448.9,847.32,1141.20105,3192,3052.781006
3807.19,120.01,986.26,9033.66,9442,845.49,1134.608032,3200,3143.356934
3790.7,121.1,997.95,8519.21,9385.56,852.55,1135.948975,3243,3183.1521
3767.15,122.86,991.04,8691.25,9401.17,859.07,1141.317993,3223,3287.662109
3801.8,123.63,1000.17,8378.95,9462.43,861.33,1141.171021,3250,3293.22998
3814.92,124.32,989.93,8175.77,9530.61,865.5,1121.917969,3345,3262.440918
3833.43,125.16,978.75,9065.12,9484.17,862.6,1097.161011,3365,3338.072998
3861.69,124.74,982.68,8990.96,9627.93,859.14,1097.781982,3333,3391.352051
3839.49,124.14,989.68,9180.69,9717.65,858.36,1080.866943,3359,3386.699951
3833.43,124.45,993.34,9325.01,9709.42,858.1,1092.817017,3394,3425.330078
3834.44,124.21,969.45,9319.83,9684.17,861.64,1089.949951,3395,3320.676025
3838.48,124.16,974.4,9625.28,9846.57,870.2,1104.791992,3412,3368.739014
3857.65,126,972.27,9139.27,9883.94,875.84,1095.272949,3473,3412.434082
3850.92,127.09,970.48,8695.79,9893.82,882.25,1100.045044,3467,3429.581055
3867.41,128.38,956.23,8943.81,9927.11,885.84,1100.650024,3492,3434.335938
3861.35,128.68,933.7,8870.54,9946.86,886.97,1110.146973,3477,3375.196045
3866.74,128.7,934.04,8693.96,9961.25,882.44,1108.152954,3475,3387.314941
3862.03,128.75,916.21,8282.66,10053.81,880.26,1088.301025,3520,3382.561035
3859,127.78,908.45,8835.25,10016.21,876.33,1090.194946,3532,3325.084961
3908.46,128.43,917.15,8497.31,10072.51,877.16,1088.652954,3512,3316.695068
3932.34,129.13,911.6,8273.58,10104.16,883.26,1087.508057,3552,3459.639893
3930.66,129.6,918.09,8424.75,10150.97,884.56,1095.890015,3552,3522.819092
3928.98,129.95,928.5,7997.28,10155.57,884.5,1095.310059,3564,3590.031982
3882.21,129.69,930.2,7552.29,10100.23,884.5,1116.999023,3600,3646.881104
3869.43,130.42,937.2,8046.42,10098.41,890.06,1119.936035,3647,3640.485107
3867.41,130.41,958.79,8443.39,10104.07,890.88,1098.655029,3658,3650.249023
3862.7,128.89,958.28,8479.47,10070.98,895.03,1105.745972,3653,3632.9021
3871.45,128.98,963.05,8726.61,10022.92,901.71,1113.374023,3669,3580.839111
3870.44,127.12,966.38,8829.04,10115.1,903.28,1114.916016,3658,3606.957031
3857.99,127.21,960.58,8149.09,10179.65,898.22,1110.822998,3634,3604.794922
3832.08,126.75,962.03,8419.09,10180.95,891.52,1096.985962,3627,3568.468018
3843.86,127.85,963.99,8591.69,10235.73,890.88,1099.260986,3722,3617.062012
3847.56,128.38,972.78,8376.24,10196.1,892.75,1098.746948,3724,3630.5
3870.77,128.43,992.66,8635.42,10200.81,892.7,1094.286987,3751,3610.314941
3928.64,129.66,1004.69,8934.18,10156.29,891.99,1079.197021,3683,3616.113037
3937.73,129.8,980.89,8691.33,10134.13,890.1,1087.793945,3661,3647.929932
3937.39,128.88,965.7,8761.42,10121.08,893.04,1099.61499,3716,3635.552002
3935.37,129.26,968.69,8565.09,10060.92,892.56,1098.322998,3720,3436.302979
3932.68,128.25,968.77,8629.68,10099.59,893.22,1113.477051,3683,3445.405029
3939.07,127.17,965.1,8564.53,10001.54,894.94,1116.366943,3691,3456.309082
3954.21,127.8,966.47,8924.14,9959.9,895.68,1117.845947,3745,3536.905029
3958.25,128.28,969.97,8824.34,9963.16,895.64,1125.386963,3789,3584.823975
3986.17,129.17,973.29,8604.99,9830.47,895.64,1123.555054,3869,3524.991943
3987.52,129.23,970.99,8579.11,9892.16,896.92,1127.508057,3849,3536.927002
3953.54,131.01,950.68,8519.69,9897.15,898.07,1131.750977,3812,3470.070068
3963.97,131.76,946.25,8419.49,9925.07,898.86,1136.342041,3757,3472.438965
3973.05,131.53,940.44,8468.48,9937.83,899.46,1130.759033,3777,3455.495117
4003.33,131.52,940.19,8515.55,9970.64,899.46,1135.238037,3703,3434.581055
4011.74,132.31,938.91,8483.93,9947.71,899.46,1144.870972,3742,3520.667969
3988.57,132.7,949.49,8668.39,9939.56,902.76,1156.822998,3714,3510.354004
4011.05,133.07,942.58,8776.39,9962.87,906.57,1154.287964,3717,3516.187012
3994.8,131.83,948.89,9034.69,10071.48,909.19,1157.034058,3687,3579.999023
3979.93,131.33,947.27,8952.89,10073.78,902.33,1169.862061,3699,3578.964111
3989.61,131.71,932.25,9015.1,10030.7,894.78,1161.057007,3667,3642.471924
3997.56,132.95,941.38,8769.7,9920.27,888.53,1180.963013,3582,3651.76709
3962.63,133.4,941.98,8742.46,9948.48,882.08,1197.269043,3569,3636.089111
3979.23,133.5,946.76,8599.18,10088.94,873.36,1209.421997,3605,3612.485107
3983.39,134,952.3,8473.97,10058.72,873.19,1215.667969,3594,3628.000977
4035.61,135,947.18,8448.56,10021.2,867.54,1220.618042,3625,3533.779053
4025.23,134.93,948.63,8200.14,9959.32,864.34,1211.052979,3624,3563.736084
4048.75,133.87,942.49,8212.49,9997.22,864.64,1226.703979,3588,3572.875977
4038.37,135.33,936.6,8281.22,10086.54,852.53,1221.458984,3631,3539.181885
4069.15,135.58,931.57,7949.09,10194.76,845.49,1202.869019,3726,3296.258057
4073.65,136.5,939.68,8228.1,10324,843.06,1208.437988,3737,3287.710938
4083.68,135.62,947.1,8122.8,10346.99,843.71,1233.349976,3704,3361.840088
4072.61,134.48,933.36,8077.56,10458.31,843.71,1251.57605,3741,3125.001953
4082.99,134.16,936.09,8116.03,10479.8,841.98,1255.307983,3747,3186.412109
4087.83,133.81,945.23,8174.73,10413.88,840.03,1255.774048,3744,3016.704102
4138.67,135.81,946.1,8375.45,10455.81,837.8,1252.062012,3750,3022.861084
4157.34,136.38,954.4,8149.01,10506.29,842.25,1258.046021,3767,2949.596924
4151.81,135.73,966.81,8000.86,10483.73,845.19,1287.625977,3785,3007.648926
4160.8,135.71,974.58,7936.75,10528.36,849.8,1282.095947,3789,2900.969971
4172.56,137.4,977.99,8078.36,10700.87,861.27,1290.055054,3859,2913.836914
4157.69,137.41,966.02,7956.66,10801.55,870.41,1269.453979,3882,3007.739014
4168.41,137.8,971.44,8063.07,10929.17,871.71,1282.656006,3917,2976.694092
4201.61,137.48,964.62,8280.59,11050.19,871.93,1279.640015,3829,2880.481934
4200.57,138.6,964.62,8270.87,10933.82,872.96,1286.327026,3826,2916.562012
4205.41,139.51,976.42,7888.88,11002.03,874.38,1299.166016,3778,2938.514893
4192.62,141.56,972.67,7939.53,10992.93,877.63,1270.633057,3703,2749.784912
4198.15,142.6,967.67,7932.76,10914.73,877.63,1267.407959,3575,2735.558105
4187.08,141.82,989.82,7850.41,10890.7,880.88,1267.541992,3594,2655.660889
4197.81,141.66,985.77,7552.6,10915.12,885.44,1288.418945,3625,2737.600098
4208.18,142.63,1002.79,7555.63,10939.44,893.11,1284.225952,3679,2688.854004
4195.38,142.76,992.53,7465.95,10967.15,890.43,1288.847046,3707,2749.570068
4179.13,143.18,994.06,7365.67,11015.21,890.37,1296.865967,3688,2739.24707
4207.49,141.88,986.58,7114.78,11019.67,891.08,1297.186035,3667,2781.022949
4230.66,141.54,992.8,7350.94,10906.4,894.73,1299.030029,3690,2763.491943
4270.09,141.13,1004.23,7270.89,10932.85,900.66,1306.58606,3678,2746.196045
4303.98,141.18,996.13,7182.08,10783.04,913.93,1285.666016,3637,2836.571045
4300.17,139.78,1015.22,7062.93,10803.88,924.11,1293.296997,3621,2867.337891
4299.83,137.22,1005.76,6763.29,10800.78,928.88,1288.954956,3631,2862.893066
4314.7,139.91,994.78,6726.02,10761.82,934.34,1259.916016,3627,2860.020996
4321.27,140.88,992.16,6875.84,10866.34,943.6,1250.384033,3632,
4316.08,140.86,1003.87,6594.44,10901.52,957.98,1245.166016,3639,
4328.88,142.4,1014.14,6626.94,10981.68,973.98,1245.652954,3626,
4373.15,143.83,1009.01,6547.05,11019.09,977.76,1259.67395,3593,
4359.66,145.38,1007.11,,11105.46,973.06,1259.043945,3565,
4343.4,146.63,994.24,,11190.17,981.68,1274.812012,3569,
4383.87,143.89,992.89,,11158.96,993.4,1274.189941,3604,
4390.78,145.87,993.43,,11052.44,1012.16,1269.462036,3634,
4404.62,146.46,998.83,,11060.29,1018.92,1288.417969,3629,
4411.19,147.16,1000.27,,10879.71,1026.72,1290.39502,3668,
4430.56,146.11,993.16,,10833.87,1059.06,1296.706055,3738,
4437.47,145.74,989.1,,10563.34,1087.49,1302.457031,3772,
4435.05,146.02,1001.71,,10604.54,1094.69,1294.703979,3796,
4422.6,143.98,1005.58,,10619.85,1075.91,1295.915039,3850,
4340.64,145.56,1015.94,,10340.51,1088.35,1298.791016,3892,
4341.33,144.15,1005.94,,10126.88,1097.52,1305.567017,3880,
4395.63,145.06,1007.02,,10164.97,1101.96,1294.718018,3904,
4436.44,143.46,1010.27,,10061.94,1101.96,1298.295044,3901,
4438.16,144.77,1020.35,,10023.46,1109.71,1319.470947,3892,
4412.23,146.13,1024.05,,10251.72,1116.43,1329.797974,3915,
4369,146.81,1016.93,,10142.1,1124.86,1340.161987,3945,
4378.68,145.11,1004.32,,10116.04,1147.23,1339.737061,3997,
4465.14,145.6,997.75,,10163.97,1170.1,1342.964966,3962,
4472.75,146.75,995.59,,10140.97,1177.53,1359.081055,3976,
4444.39,147.2,979.11,,9940.14,1170.68,1362.229004,4009,
4476.55,147.4,972.44,,9913.17,1170.68,1360.131958,3988,
4485.2,148.96,973.34,,10131.66,1163.43,1332.329956,4009,
4462.03,149.16,978.39,,10258.76,1164.79,1359.537964,4028,
4458.57,149.56,976.4,,10254.2,1166.69,1378.614014,4012,
4423.99,148.53,963.44,,10316,1166.69,1385.114014,4031,
4446.46,150.29,970.82,,10350.93,1166.69,1396.702026,4016,
4484.51,151.61,967.76,,10376.83,1164.74,1385.900024,3991,
4491.08,152.13,973.07,,10324.83,1171.82,1416.792969,4009,
4496.27,153.29,985.95,,10275.93,1198.23,1409.786011,4030,
4510.79,153.6,985.77,,10148.73,1177.11,1399.766968,4059,
4553.68,152.92,980.01,,10057.05,1170.24,1417.477051,4063,
4550.56,155.25,976.86,,10082.47,1173.57,1416.732056,4021,
4547.1,154.88,976.59,,10197.34,1165.13,1440.223022,4061,
4589.64,155.65,971.72,,10237.22,1160.15,1497.104004,4046,
4585.84,157.88,983.96,,10170.76,1135.65,1531.161011,4024,
4551.25,158.05,993.14,,10152.61,1135.17,1545.687012,4070,
4542.61,157.67,994.25,,10172.5,1137.4,1537.376953,4052,
4556.79,159.39,991.75,,10245.08,1174.22,1602.832031,4079,
4550.56,157.43,997.96,,10311.01,1174.83,1664.088013,4073,
4556.1,151.6,987.48,,10372.05,1179.06,1613.250977,4063,
4585.15,154.18,989.71,,10377.97,1187.45,1625.145996,3722,
4615.23,155.47,986.74,,10410.87,1201.76,1617.281006,3848,
4664,157.76,993.79,,10349.25,1217.5,1659.545044,3863,
4702.73,153.11,995.64,,10375.84,1242.89,1657.688965,4045,
4702.39,153.48,994.44,,10420.57,1254.41,1604.552002,4021,
4680.6,150.35,993.88,,10461.91,1276.72,1590.92395,3981,
4727.29,152.27,1007.42,,10373.22,1300.22,1591.425049,3968,
4727.48,152.45,1006.28,,10386.61,1299.17,1613.894043,3960,
4708.82,148.6,1011.99,,10354.88,1286.6,1648.537964,3998,
4736.29,148.18,1003.33,,10270.16,1298.91,1657.287964,4023,
4686.28,151.04,1006.56,,10154.1,1317.23,1641.300049,4025,
4628.87,152.7,995.15,,10177.58,1360.94,1684.194946,4006,
4641.55,151.08,996.19,,10242.02,1393.38,1669.399048,3990,
4641.55,152.11,994.2,,10208.25,1386.04,1684.624023,3970,
4668.67,152.88,1006.66,,10088.79,1383.39,1679.125977,3940,
4714.45,153.8,999.33,,9945.27,1399.5,1589.545044,3959,
4707.06,154.6,996.77,,9703.35,1420.66,1591.48999,3966,
4732.77,154.21,992.87,,9738.96,1467.43,1551.384033,3970,
4715.51,153.84,984.59,,9800.11,1488.77,1552.797974,3974,
4708.47,152.57,976.88,,9932.18,1501.32,1548.494995,3953,
4700.37,153.71,967.66,,10036.21,1508.95,1531.327026,3938,
4690.15,154.21,959.19,,10013.6,1513.17,1533.97998,3900,
4701.42,154.7,949.3,,9998.5,1490.69,1574.467041,3863,
4683.46,154.07,954.15,,9948.4,1471.46,1586.286011,3910,
4693.32,152.88,953.48,,10086.87,1472.65,1592.332031,3904,
4693.32,152.78,959,,10233.61,1492.34,1598.115967,3901,
4671.49,152.67,955.67,,10431.09,1519.97,1596.06604,3927,
4643.66,152.35,954.34,,10313.63,1543.36,1605.71106,3938,
4618.3,153.91,948.25,,10247.12,1541.6,1633.448975,3956.7,
4659.86,155.98,954.15,,10290.36,1524.75,1639.551025,4023.9,
4640.84,157.01,955.48,,10375.93,1544.49,1639.286011,4062.1,
4639.08,152.7,958.9,,10389.62,1561.03,1671.618042,4093.4,
4630.63,151.78,940.54,,10360.92,1574.55,1672.21106,4067.7,
4617.6,151.08,934.46,,10441.5,1580.9,1697.281982,4060.4,
4614.78,158.75,924.66,,10418.24,1582.58,1681.546997,4066.9,
4620.42,157.6,928.56,,10449.48,1587.18,1718.555054,4076.4,
4584.85,158,936.74,,10533.35,1575.59,1741.469971,4056.2,
4580.62,158.93,945.87,,10485.97,1580.21,1730.189941,4018,
4601.4,158.76,939.4,,10538.32,1565.57,1734.328979,4022.2,
4594,157.58,937.4,,10545.55,1582.08,1745.80603,4033.8,
4608.44,157.39,945.11,,10554.09,1618.21,1740,4018.4,
4604.6,158.31,952.34,,10568.72,1628.22,1655.772949,4015.9,
4610.56,156.9,946.25,,10575.19,1634.01,1665.208008,3998.7,
4647.54,155.1,945.97,,10579.89,1642.16,1682.886963,3981.7,
4670.08,155.98,953.58,,10586.27,1643.09,1684.251953,4021.4,
4683.81,153.81,952.91,,10584.2,1647.29,1645.160034,3989.3,
4669.72,155.04,942.54,,10630.08,1667.64,1655.121948,3971.9,
4700.72,153.2,943.68,,10609.53,1700.28,1665.328003,3988.6,
4704.94,154.26,949.3,,10545.55,1700.28,1665.94397,4000.1,
4747.21,155.28,945.21,,10458.49,1750.93,1685.46106,4020,
4765.52,154.63,944.35,,10500.7,1765.22,1686.654053,4038.7,
4801.8,156.46,936.93,,10471.53,1806.41,1675.167969,4037.8,
4797.57,157.2,926.75,,10493.1,1837.82,1662.031006,4083,
4780.41,157.35,924.37,,10533.54,1818.39,1612.733032,4146.5,
4767.04,156.83,926.46,,10578.76,1808.14,1600.614014,4173.6,
4792.69,157.95,928.37,,10621.54,1815,1600.871948,4184.7,
4767.4,159.4,920.57,,10636.36,1795.79,1601.057983,4236.6,
4764.15,160.53,900.11,,10559.15,1745.53,1570.150024,4230.9,
4769.93,159.98,901.83,,10552.3,1752.02,1547.436035,4253,
4765.6,159.1,899.26,,10521.34,1751.29,1580.577026,4240.3,
4762.35,160.31,889.08,,10505.11,1717.44,1578.56604,4211.3,
4787.64,161.58,892.22,,10604.84,1684.02,1606.064941,4271.3,
4789.08,162.31,881.47,,10620.06,1676.14,1605.926025,4198.2,
4761.26,158.3,882.71,,10643.87,1658.78,1570.738037,4261.2,
4749.7,158.88,884.23,,10649.25,1650.41,1595.656982,4200.9,
4740.67,160.05,867.01,,10653.79,1635.44,1616.410034,4234.6,
4762.71,161.09,861.68,,10540.05,1626.43,1603.332031,4243.1,
4769.21,160.92,851.12,,10587.38,1593.22,1598.017944,4220.7,
4726.22,158.83,853.88,,10642.07,1582.97,1601.150024,4202.1,
4720.8,158.55,862.44,,10737.58,1604.81,1613.35498,4179.3,
4735.25,156.54,872.81,,10676.93,1642.42,1612.395996,4145.6,
4764.88,154.68,866.15,,10668.71,1642.42,1623.016968,4149.8,
4793.78,150.9,858.35,,10696.86,1621.92,1623.034058,4094.4,
4784.38,147.06,851.59,,10684.58,1630.1,1650.437988,4124.4,
4795.95,144.44,840.09,,10780.18,1642.32,1651.024048,4161.6,
4777.52,150.76,836.19,,10757.89,1658.18,1655.194946,4157.2,
4802.45,150.4,846.56,,10742.87,1677.36,1658.637939,4190,
4794.86,150.1,845.7,,10759.87,1685.73,1636.69104,4203.2,
4755.48,151.27,840.94,,10845.17,1687.21,1657.52002,4128.3,
4783.66,153.13,835.14,,11077.84,1684.99,1664.078003,4097.2,
4753.68,153,824.01,,11029.95,1674.53,1672.120972,4096,
4703.82,153.03,842.56,,11178.63,1687.1,1661.189941,4155.5,
4741.75,150.65,847.89,,11151.52,1715.19,1667.984009,4171.7,
4756.57,149.88,849.98,,11155.02,1724.49,1674.965942,4185,
4755.48,149.28,852.26,,11176.93,1725.77,1695.862061,4177.7,
4766.68,146.32,860.73,,11171.55,1725.77,1689.389038,4182.8,
4808.59,145.11,859.87,,11252.98,1715.17,1689.692017,4142.6,
4825.57,146.32,856.26,,11169.56,1729.74,1721.045044,4146.1,
4814.01,143.86,868.72,,11249.95,1749.5,1732.987061,4192.8,
4797.03,140.31,878.14,,11374.08,1741.49,1735.240967,4236.2,
4852.67,140.81,873,,11297.66,1734.71,1732.453003,4275.2,
4864.23,141.76,869.48,,11178.54,1731.36,1740.901001,4297.3,
4870.37,135.49,865.58,,11166.92,1731.36,1725.360962,4301.8,
4872.9,135.2,850.65,,11239.28,1740.43,1722.365967,4307.1,
4871.81,140.46,856.26,,11235.12,1754.7,1712.636963,4307,
4922.75,140.35,851.69,,11265.16,1763.88,1725.03894,4347.9,
4969.36,141.08,847.13,,11320.9,1763.46,1736.963013,4337.7,
4989.95,142.43,851.88,,11301.62,1777.09,1752.42395,4334.5,
4983.09,141.97,851.03,,11271.45,1806.38,1785.38501,4348.9,
5023.55,140.67,848.27,,11284.21,1812.03,1784.862061,4325.9,
5041.61,140.95,837.99,,11256.98,1820.52,1790.104004,4367.6,
5048.84,136.53,830.96,,11249.69,1847.53,1778.18103,4382.7,
5070.88,138.9,838.38,,11207.7,1867.98,1784.656006,4412.1,
5078.1,136.36,837.61,,11162.96,1880.57,1771.29895,4454.9,
5105.56,137.08,832.95,,11184.12,1914.39,1763.901001,4510.5,
5074.49,136.27,852.55,,11248.08,1916.01,1787.185059,4522.2,
5087.13,136.91,866.82,,11366.64,1900.07,1792.253052,4550.7,
5139.52,137.47,868.72,,11428.9,1906.19,1790.364014,4625.8,
5177.45,139.91,866.82,,11513.58,1916.1,1759.394043,4600.1,
5199.13,141.11,859.11,,11577.44,1910.87,1805.18103,4554.7,
5159.39,142.55,852.45,,11543.19,1906.89,1806.645996,4586.3,
5156.86,142.93,855.21,,11559.84,1919,1810.645996,4571.1,
5184.32,143.15,853.98,,11466.93,1963.93,1807.175049,4571.5,
5174.92,144.55,857.12,,11316.87,1982.35,1809.656006,4601.8,
5216.47,144.43,860.54,,11250.83,1989.74,1837.993042,4672.1,
5182.15,143.71,855.88,,11382.34,2035.42,1855.713013,4711.4,
5176.73,140.53,845.03,,11340.05,2066.88,1851.313965,4733.6,
5075.21,141.38,850.17,,11419.15,2058.54,1866.362061,4674.5,
5109.89,141.49,844.08,,11455.67,2079.44,1886.307007,4732.4,
5059.32,142.13,844.75,,11460.21,2111.97,1889.530029,4763.5,
5096.53,140.1,852.93,,11558.43,2144.83,1866.817017,4772.3,
5097.97,138.87,851.79,,11514.15,2122.86,1896.482056,4719.2,
5110.26,139.05,870.24,,11474.31,2088.23,1883.347046,4747.1,
5105.92,139.78,878.14,,11439.87,2088.17,1863.765015,4725.7,
5095.8,139.45,885.94,,11492.29,2087.9,1888.239014,4716,
5117.12,138.84,888.98,,11494.59,2070.15,1922.935059,4736.5,
5177.45,137.97,890.22,,11513.57,2076.1,1941.546997,4715.6,
5194.07,137.53,882.61,,11542.6,2087.41,1971.792969,4760.2,
5173.84,137.16,883.85,,11543,2125.87,2017.279053,4794.7,
5181.43,138.66,892.69,,11558.06,2143.34,2037.552002,4895.1,
5197.7,140.27,886.99,,11575.52,2139.71,2041.35498,4929.1,
