DJI（互联网泡沫）,DJI（经济大萧条）,DJI（87年，可能得省略）,DJI（08年金融危机）,N225（房地产泡沫）,CHL（智利金融危机）,China（中国08年）,HK（9798年东南亚危机）,China（中国15年）
3398.37,93.46,854.82,12268.63,7293.59,437.53,1736.219971,2743.9,2004.948975
3415.93,92.25,871.36,12234.34,7230.53,439.96,1745.542969,2690,1991.253052
3413.5,92.98,866.25,12114.1,7204.65,441.2,1745.098022,2675.4,2008.312988
3425.12,93,866.77,12050.41,7209.21,440.81,1717.26001,2093.6,2051.749023
3427.55,92.84,862.18,12207.59,7280.82,441.07,1747.871948,2149.7,2042.180054
3446.46,93.31,855.25,12192.45,7252.93,440.56,1755.685059,2224.7,2054.39209
3446.19,93.61,868.33,12260.7,7181.53,441.64,1741.694946,2268.4,2033.300049
3449.1,92.05,869.8,12276.32,7120.86,443.26,1740.053955,2440.2,2038.512939
3441.9,89.93,877.6,12318.62,7129.69,445.87,1736.477051,2355.2,2049.914063
3437.19,89.63,875.69,12075.96,7135.21,445.94,1734.046997,2380.5,2033.083008
3443.28,89.41,873.7,12133.4,7258.15,446.43,1719.67395,2340,2044.496948
3468.75,88.49,878.72,12159.68,7260.58,446.78,1724.276978,2342.4,2086.066895
3482.31,89.17,871.71,12110.41,7295.87,448.45,1741.623047,2337.7,2103.670898
3447.99,88.16,870.5,12226.17,7333.94,451.41,1758.146973,2272.5,2109.955078
3443.01,88.07,860.45,12288.1,7404.21,454.16,1768.64502,2231.8,2098.400879
3449.93,89.21,857.93,12447.52,7417.16,457.15,1766.483032,2219,2115.8479
3444.39,87.94,860.27,12461.14,7405.28,459.81,1777.515991,2266.6,2135.415039
3500.03,88.53,855.25,12481.01,7390.71,463.58,1774.552002,2232.7,2119.065918
3523.28,88.53,856.98,12469.07,7457.11,468.17,1770.279053,2245.1,2142.553955
3492.83,87.97,860.1,12397.29,7517.78,469.94,1727.348022,2275.3,2138.781982
3507.78,88.06,866.86,12300.36,7518.78,476.84,1722.985962,2273.9,2113.693115
3516.63,88.09,867.46,12348.75,7564.59,489.12,1715.135986,2270.8,2076.686035
3540.16,90.45,860.97,12354.35,7538.12,500.36,1697.156006,2316.7,2034.218994
3554.83,89.93,856.64,12382.3,7539.78,494.48,1679.07605,2350.7,2041.254028
3527.43,89.41,854.9,12510.3,7603.21,489.64,1693.860962,2369.5,2047.354004
3552.34,88.56,855.51,12530.05,7575.81,490.52,1675.88501,2375.9,2056.302002
3553.45,88.06,855.51,12560.2,7619.39,496.77,1669.421997,2439.2,2075.235107
3544.87,87.54,857.59,12569.14,7567.06,497.02,1651.577026,2485.9,2071.4729
3545.14,87.16,847.54,12573.85,7572.15,493.92,1657.785034,2477.5,2053.083984
3532.13,88.06,833.42,12484.62,7531.54,491.32,1635.500977,2498.2,2059.577881
3510.54,86.91,834.89,12552.96,7497.05,486.48,1635.499023,2516.1,2057.907959
3511.93,87.56,838.62,12612.13,7468.28,483.03,1611.859985,2502.6,1999.064941
3491.72,87.46,828.92,12720.46,7428.4,483.64,1606.801025,2505.5,2001.156982
3505.01,87.51,830.56,12773.04,7449.92,485.59,1579.447021,2547.1,1997.692017
3514.69,87.48,825.02,12803.84,7404.36,487.44,1595.587036,2543.1,2019.110962
3492,87.37,825.88,12808.63,7325.09,493.06,1595.589966,2495.7,2004.338989
3511.65,87.13,828.48,12961.98,7325.65,493.77,1595.589966,2482.5,2023.672974
3521.89,86.43,842.95,12919.4,7368.66,495.24,1595.589966,2517,2025.196045
3494.77,86.01,841.91,12953.94,7344.9,498.1,1595.589966,2489,2021.734009
3510.82,86.2,842.43,13089.89,7301.94,503.12,1595.589966,2493.7,1993.479004
3497.53,85.91,845.37,13105.5,7300.54,513.86,1560.214966,2526.8,2047.619019
3466.81,88.53,837.4,13120.94,7242.39,519.72,1568.05896,2571.1,2066.279053
3490.61,88.41,837.66,13062.91,7240.03,514.42,1603.767944,2579,2067.311035
3490.89,88.91,836.28,13136.14,7233.03,515.27,1597.569946,2582.8,2063.669922
3530.2,89.37,832.55,13211.88,7152.28,518.98,1562.687988,2634.6,2046.588013
3518.85,89.48,822.16,13241.38,7195.46,521.82,1539.958984,2579.1,2041.712036
3516.08,90.75,822.33,13264.62,7242.58,525.26,1555.442017,2563.8,2033.30603
3510.54,91.14,821.21,13312.97,7191.02,526.26,1558.286987,2607.9,2047.459961
3483.97,91.08,821.9,13309.07,7142.39,523.11,1549.061035,2627.3,2058.988037
3449.93,90.75,831.34,13362.87,7130.25,524.22,1558.329956,2608.7,2043.702026
3475.67,90.44,835.5,13215.13,7127.7,525.25,1550.348022,2613.4,2058.831055
3514.42,90.87,836.97,13326.22,7091.11,530.26,1518.045044,2640.4,2098.283936
3521.06,90.33,835.15,13346.78,7127.96,532.13,1524.436035,2638.2,2105.237061
3524.38,91.35,837.58,13383.84,7154.63,531.56,1557.177979,2635.9,2134.300049
3515.44,91.26,845.29,13487.53,7152.58,532.88,1548.722046,2617,2130.541992
3542.55,92.17,842.17,13476.72,7202.45,537.86,1555.906006,2573.2,2131.539063
3550.93,91.83,842.34,13556.53,7204.19,539.42,1579.657959,2528.8,2101.601074
3528.29,92.13,843.3,13542.88,7180.7,541.18,1567.067017,2543.6,2105.12207
3535.28,92.88,839.4,13539.95,7213.87,540.02,1543.526978,2521.4,2098.88501
3544.78,92.61,839.4,13525.65,7179.38,539.68,1542.08606,2499.1,2097.748047
3555.4,92.41,839.83,13441.13,7084.87,544.29,1517.14502,2516.8,2065.825928
3525.22,92.34,843.64,13507.28,7081.1,553.25,1493.813965,2516.78,2072.831055
3546.74,92.64,849.1,13521.34,7019.56,559.83,1468.071045,2487,2067.38208
3567.7,92.68,844.25,13633.08,7035.11,568.21,1468.343994,2505.4,2057.032959
3565.46,92.81,837.66,13627.64,6961.91,566.61,1472.072021,2508.6,2036.519043
3553.45,92.94,840.52,13668.11,6991.56,566.7,1438.735962,2508.9,2003.487061
3567.42,93.8,843.04,13676.32,7146.69,568.47,1463.776978,2550.3,2020.340942
3539.47,93.86,841.98,13595.46,7189.01,574.49,1475.416016,2572.4,2026.358032
3560.99,93.65,834.04,13465.67,7155,565.54,1445.500977,2577,2027.353027
3561.27,94.11,835.58,13266.73,7197.77,551.53,1427.301025,2583.2,2028.037964
3552.05,94.7,835.75,13424.39,7175.89,559.8,1433.467041,2620.6,2010.083008
3548.97,94.93,846.16,13424.96,7237.8,561.4,1450.682983,2614.6,2015.274048
3560.43,95.26,852.99,13295.01,7212.5,555.75,1440.729004,2610.2,2011.13501
3576.08,93.66,850.34,13482.35,7210.56,537.99,1427.754028,2592.1,2052.871094
3572.73,93.63,843.86,13553.73,7227.37,526.39,1401.113037,2612.8,2050.728027
3583.35,94,836.86,13639.48,7220.51,542.38,1385.18103,2648.2,2047.910034
3569.09,93.51,833.53,13612.98,7203.94,542.38,1408.688965,2628.3,2024.973999
3569.65,94.42,834.9,13635.42,7198.04,552.65,1399.161987,2631.2,2026.504028
3579.15,95.61,828.5,13489.42,7192.59,555.01,1441.067993,2665.8,2005.182983
3586.98,94.98,828.58,13545.84,7145.87,554.42,1441.189941,2706.4,2008.119019
3604.86,95.12,827.3,13360.26,7122.08,556.98,1444.589966,2738.7,2024.95105
3612.13,95.52,828.07,13352.05,7208.29,558.54,1450.500977,2725.4,2021.285034
3615.48,95.65,825.51,13337.66,7213.41,561.61,1438.397949,2712.6,2034.56897
3605.98,94.88,829.78,13427.73,7166.28,561.95,1439.782959,2755.3,2041.475952
3638.96,95.4,839.51,13422.28,7092.67,559.69,1430.654053,2758.2,2034.564941
3652.09,96.54,839.76,13408.62,7068.28,563.64,1397.147949,2746.7,2050.228027
3648.18,96.77,839.76,13535.43,6976.17,566.21,1399.46106,2786.7,2040.594971
3640.63,97.04,838.74,13577.3,6928.3,569.69,1403.755005,2794,2039.212036
3643.99,97.23,846.42,13565.84,6885.21,576.98,1421.543945,2803.2,2038.305054
3651.25,97.46,850.34,13611.68,6880.23,584.94,1456.130005,2826.2,2024.833984
3645.1,95.68,847.95,13649.97,6927.69,592.2,1457.536987,2844,2040.878052
3626.1,96.09,846.16,13501.7,6939.43,600.9,1447.94104,2807.8,2029.956055
3633.93,96.65,848.55,13577.87,6864.56,613.34,1448.036987,2793.5,2030.501953
3607.1,96.42,859.81,13861.73,6990.81,609.96,1407.437988,2782.3,2052.531982
3588.93,96.28,863.14,13907.25,6967.78,603.91,1407.395996,2601.7,2054.947998
3589.49,97.28,858.28,13950.98,6968.46,599.76,1387.670044,2695.9,2051.712891
3621.63,97.23,867.06,13971.55,7053.49,597.19,1384.128052,2628.6,2070.715088
3634.21,97.73,875.26,13918.22,7088.99,594.21,1388.810059,2663.4,2085.98291
3615.76,98.59,876.71,14000.41,7126.6,591.07,1407.331055,2704,2066.697998
3633.65,99.81,885.84,13851.08,7153.38,588.1,1386.202026,2732.2,2055.519043
3630.85,99.35,884.04,13943.42,7185.1,583.54,1373.217041,2732,2023.734985
3613.25,99.16,883.36,13716.95,7118.85,590.18,1366.374023,2706.6,2026.67395
3575.8,99.49,886.52,13785.07,7123.38,590.18,1404.505005,2691.2,2024.36499
3537.24,100.66,886.01,13473.57,7152.55,598.19,1389.03894,2668,2033.93103
3547.02,100.7,885.84,13265.47,7125.91,598.99,1390.46106,2680.3,2025.501953
3539.75,101.08,880.38,13358.31,7175.59,602.3,1395.848022,2725.3,2038.677002
3543.11,101.08,880.2,13211.99,7219.33,608.64,1400.769043,2721.7,2036.51001
3567.7,101.31,885.41,13362.37,7209.45,615.01,1384.963989,2711.9,2048.326904
3566.02,100.99,884.64,13463.33,7189.49,624.5,1368.196045,2739.8,2050.381104
3566.3,100.2,884.9,13181.91,7124.01,640.92,1368.449951,2756.1,2059.417969
3555.12,100.91,883.7,13468.78,7105.03,635.52,1354.510986,2738.1,2063.229004
3581.11,99.81,887.63,13504.3,7073.93,636.18,1360.199951,2731.1,2059.375
3577.76,100.05,872.61,13657.86,7096.3,621.38,1358.215942,2781.4,2059.927002
3587.26,96.63,866.13,13270.68,7087.9,627.12,1340.449951,2776.9,2064.020996
3598.99,96.33,867.32,13239.54,7062.51,633.59,1341.738037,2766.3,2038.612061
3583.63,96.07,874.15,13236.53,7042.63,641.55,1325.412964,2779.6,2038.342041
3584.74,96.58,876.88,13028.92,7040.28,643.67,1344.625977,2799.6,2046.96106
3593.41,97.4,869.71,12861.47,7071.1,641.25,1339.784058,2789.5,2066.645996
3593.13,97.88,870.9,12845.78,7066.04,638.28,1334.421997,2804.3,2070.356934
3603.19,96.45,870.73,13079.08,6975.5,634.76,1320.614014,2820.3,2067.275879
3621.63,96.45,879.1,13121.35,6940.51,634.76,1319.532959,2817.2,2055.591064
3629.73,96.75,881.31,13090.86,6979.09,627.24,1342.062012,2812,2059.066895
3642.31,97.69,874.15,13236.13,6910.73,612.95,1321.462036,2800.7,2054.479004
3635.32,97.49,876.45,13235.88,6849.78,600.34,1327.927002,2808.5,2075.480957
3645.1,97.1,893.69,13378.87,6942.22,614.97,1327.115967,2777.1,2078.489014
3636.16,97.5,893.94,13322.13,6932.12,622.51,1321.464966,2760,2105.062012
3649.3,97.55,885.84,13041.85,6974.35,619.48,1324.293945,2751.5,2126.614014
3673.61,98.45,886.18,13289.29,7114.64,602.46,1309.333008,2748.4,2177.947998
3672.49,98.25,886.35,13238.73,7361.57,604.65,1284.307007,2756.9,2183.191895
3664.66,97.21,887.46,13357.74,7413.25,599.87,1287.081055,2767.5,2181.24292
3687.86,97.81,878.58,13448.86,7411.58,590.82,1260.31604,2764.4,2201.562012
3680.59,97.58,872.95,13305.47,7414.8,590.83,1300.357056,2756.4,2185.302979
3692.61,98.25,885.32,13363.35,7373.51,589.95,1355.225952,2770,2223.331055
3697.64,98.02,885.15,13113.38,7370.2,584.94,1371.20105,2754.1,2219.945068
3661.87,96.6,890.1,13127.85,7371.65,582.78,1414.702026,2763.3,2217.465088
3624.98,96.69,897.61,13308.39,7378.04,593.47,1463.220947,2809.6,2187.668945
3643.43,96.89,884.04,13291.65,7319.96,597.64,1448.562012,2851.8,2194.425049
3647.9,95.88,857.59,13424.88,7324.04,595.28,1420.147949,2876.8,2224.654053
3640.07,95.72,849.32,13442.52,7304.92,593.6,1464.779053,2896.6,2221.594971
3663.55,95.58,844.62,13403.42,7199.61,597.42,1435.562988,2900.2,2222.876953
3662.43,94.12,838.99,13739.39,7269.96,599.06,1427.397949,2879.4,2206.466064
3684.5,93.67,831.06,13815.56,7291.47,600.1,1435.588989,2868.4,2226.733887
3677.52,92.9,829.52,13766.7,7259.15,596.87,1420.009033,2867.6,2239.466064
3710.77,92.28,830.72,13820.19,7334.64,589.01,1396.699951,2921,2245.330078
3704.35,93.01,830.12,13759.06,7395.62,585.31,1396.699951,2929.3,2240.210938
3685.34,93.5,814.68,13778.65,7515.9,585.31,1396.699951,2895.4,2230.458008
3694.01,94.5,809.13,13878.15,7528.96,587.12,1396.699951,2836.6,2240.812012
3670.25,94.33,806.83,13912.94,7551.66,583.46,1396.699951,2838.1,2229.273926
3674.17,94.05,808.36,13895.63,7576.4,581.08,1396.699951,2858.7,2207.105957
3687.58,93.03,808.46,14087.55,7688.18,584.82,1422.928955,2868,2209.465088
3683.95,92.85,809.3,14047.31,7708.32,585.76,1413.154053,2839.9,2195.818115
3677.8,92.24,808.62,13968.05,7689.41,586.51,1384.438965,2816,2217.199951
3683.95,90.86,823.81,13974.31,7762.23,585.88,1386.720947,2822,2235.510986
3697.08,90.78,815.7,14066.01,7698.3,586.69,1332.937988,2868,2266.045898
3702.11,89.91,820.14,14043.73,7740.1,594.16,1330.517944,2855,2288.626953
3704.07,90.52,818.94,14164.53,7785.43,589.16,1335.394043,2835,2306.862061
3710.21,90.78,812.63,14078.69,7854.92,581.3,1337.618042,2788.6,2326.431885
3718.88,91.34,806.48,14015.12,7901.56,576.32,1330.583984,2751.8,2326.5271
3734.53,89.18,796.67,14093.08,7846.77,563.04,1310.545044,2754.8,2318.304932
3729.78,89.22,797.61,13984.8,7837.26,561.57,1329.35498,2771.7,2311.678955
3740.67,90.43,806.48,13912.94,7890.38,563.19,1311.151001,2776.3,2331.949951
3764.43,90.44,821.93,13892.54,7936.19,564.89,1324.782959,2771.7,2339.139893
3742.63,91.51,814.08,13888.96,7895.62,566.26,1342.79895,2762.5,2296.554932
3716.92,90.99,816.55,13522.02,7966.77,568.43,1341.737061,2756.4,2307.893066
3726.14,90.65,821.33,13566.97,8001.07,571.9,1320.536011,2768.9,2315.927979
3751.57,90.63,815.7,13676.23,7991.65,574.17,1305.291016,2768.86,2329.450928
3755.21,92.12,815.27,13675.25,8020.53,574.68,1301.527954,2768.86,2289.865967
3745.15,91.68,809.22,13671.92,8026.99,574.99,1326.749023,2760.8,2309.718018
3762.19,92.23,807.42,13806.7,8004.11,575.74,1304.776001,2751.6,2343.574951
3757.72,92.24,811.77,13870.26,7945.25,574.53,1305.128052,2738.2,2345.103027
3792.93,92.47,828.75,13792.47,7870.85,576.14,1304.229004,2736.6,2347.718018
3793.77,92.04,825.85,13930.01,7885.57,576.34,1307.428955,2756.6,2357.710938
3794.33,91.4,830.46,13567.87,7913.62,574.72,1354.385986,2792,2363.870117
3775.88,89.48,831.74,13595.1,7882.95,573.77,1347.069946,2844.8,2382.793945
3754.09,89.69,822.35,13543.4,7828.92,574.3,1352.217041,2903.8,2389.371094
3756.6,88.77,819.62,13660.94,7865.88,575.13,1370.046021,2893.9,2374.540039
3783.9,89.18,824.91,13300.02,7858.04,575.7,1370.389038,2894.7,2366.009033
3798.82,89.78,828.41,13266.29,7810.15,574.53,1356.137939,2863.6,2359.475098
3803.88,89.81,835.07,13042.74,7772.32,574.53,1367.828003,2870.4,2373.669922
3820.77,88.33,833.19,12987.55,7830.88,577.77,1379.959961,2910,2356.499023
3865.51,89.35,833.87,13307.09,7904.98,571.77,1383.02002,2939.3,2341.184082
3850.31,90.1,833.7,13231.01,8015.07,561.95,1371.244019,2968,2356.728027
3848.63,90.04,835.67,13110.05,8016.67,556.19,1359.125,2980,2339.656982
3842.43,90.6,836.09,13176.79,8021.4,546.65,1358.333008,2862.3,2326.552979
3867.2,90.15,842.75,12958.44,8066.15,542.12,1356.727051,2927.9,2302.417969
3870.29,89.9,844.62,13010.14,8120.51,542.79,1337.43396,2894.3,2302.280029
3870.29,89.9,838.65,12799.04,8169.29,548.18,1340.770996,2872.6,2290.437012
3884.37,90.15,838.91,12980.88,8172.66,553.02,1334.94397,2932.6,2337.871094
3891.96,90.15,843.34,12743.44,8079.63,556.84,1333.089966,2952,2373.030029
3914.48,91.23,838.91,12958.44,8039.85,549.68,1337.197021,2933.1,2391.075928
3912.79,90.72,839.16,13289.45,8099.06,548.21,1339.644043,2937,2420.177979
3895.34,90.41,838.14,13311.73,8088.53,549.07,1323.751953,2938,2430.970947
3908,89.18,840.1,13371.72,8082.73,547.92,1326.437988,2933,2430.737061
3926.3,90.15,838.91,13314.57,8028.28,546.95,1338.810059,2926,2420.395996
3945.43,90.53,838.74,13248.73,7968.68,542.53,1317.717041,2915,2425.809082
3978.36,92,824.57,13444.96,7923.31,542.31,1309.694946,2912,2419.145996
3964.01,92.19,820.31,13619.89,7989.41,538.67,1307.552979,2892,2473.183105
3975.54,92.68,828.84,13625.58,7833.99,538.67,1313.045044,2887,2470.594971
3967.66,93.8,832,13727.03,7803.18,530.51,1305.017944,2881,2494.275879
3871.42,93.57,851.71,13432.77,7962.51,519.56,1290.48999,2892,2486.669922
3906.32,93.52,850.09,13473.9,7942.32,524.78,1275.458984,2886,2479.185059
3906.03,93.79,858.96,13517.96,8014.61,531.4,1275.170044,2871,2475.120117
3931.92,93.48,858.53,13339.85,8103.47,531.4,1307.569946,2880,2457.529053
3895.34,92.65,863.57,13167.2,8105.52,531.4,1282.718994,2926,2451.166992
3894.78,93.13,868.6,13232.47,8108.05,534.06,1285.036011,2948,2452.616943
3904.06,93.67,865.19,13207.27,7991.29,531.93,1280.271973,2974,2487.111084
3928.27,94.71,863.57,13245.64,8012.64,532.78,1278.942993,3014,2533.887939
3937.27,95.33,867.15,13450.65,8010.91,534.57,1274.312988,3010,2567.596924
3922.64,96.37,872.78,13550.04,8027.2,542.14,1273.708984,2990,2604.886963
3887.46,96.45,866.21,13551.69,7995.93,543.44,1266.495972,3000,2630.045898
3911.66,96.38,877.56,13359.61,8017.56,554,1266.5,2997,2682.918945
3891.68,96.48,879.95,13365.87,8132.02,568.38,1242.774048,2934,2680.73999
3839.9,96.91,876.11,13264.82,8135.42,574.93,1251.937012,2962,2763.316895
3838.78,97.56,878.5,13043.96,8145.41,585.68,1239.430054,2960,2779.736084
3832.02,97.4,874.4,13056.72,8106.27,595.3,1244.745972,2956,2900.362061
3809.23,96.65,881.91,12800.18,8048.31,590.41,1252.401001,2954,2938.781006
3831.74,97.38,875.85,12827.49,7987.27,590.92,1257.462036,2942,3021.523926
3824.42,97.5,881.48,12589.07,7918.16,598.95,1256.922974,2959,2859.918945
3832.3,97.4,875.09,12735.31,7931.65,607.14,1256.313965,2995,2940.876953
3856.22,96.85,876.62,12853.09,7984.25,622.1,1245.619995,3020,2925.74292
3851.72,96.85,881.83,12606.3,8056.04,622.1,1216.651978,3052,2938.173096
3853.41,97.4,885.49,12778.15,8085.57,632.34,1225.453979,3067,2953.420898
3830.62,99.02,895.73,12501.11,7988.85,621.31,1218.108032,3067,3021.518066
3862.7,99.36,889.59,12466.16,8013.3,636.95,1204.394043,3056,3061.02002
3862.98,99.4,898.98,12159.21,8005.02,640.32,1234.475952,3015,3057.520996
3849.59,99.36,903.84,12099.3,8014.7,648.45,1255.776978,3018,3108.595947
3848.15,99.6,893.77,11971.19,8041.16,643.17,1254.234009,3009,3127.445068
3865.14,101.09,884.98,12270.17,8026.99,635.25,1241.958008,2986,3032.612061
3895.65,100.87,876.02,12378.61,8008.25,628.49,1225.890991,2951,2972.531982
3864.85,101.16,886.86,12207.17,8027.64,628.38,1213.672974,2945,3072.540039
3862.55,102.14,868.52,12383.89,8081.44,636.23,1191.822998,2957,3157.603027
3869.46,102.12,868.77,12480.3,8089.03,639.02,1188.93103,2954,3168.016113
3821.09,103.28,859.81,12442.83,8111.83,642.29,1252.5,2946,3165.814941
3774.73,102.52,864.25,12650.36,8170.13,647.42,1242.307007,2958,3234.677002
3762.35,102.57,855.12,12743.19,8195.14,647.42,1269.004028,2953,3350.519043
3699.02,102.3,854.44,12635.16,8234.9,633.47,1269,2942,3351.446045
3626.75,101.79,863.14,12265.13,8281.59,634.55,1269,2985,3373.954102
3635.96,102.2,854.35,12200.1,8311.12,640.61,1269,2960,3293.456055
3593.35,101.51,856.48,12247,8340.08,644.54,1269,2976,3285.412109
3675.41,101.6,844.88,12182.13,8302.77,645.36,1269,2965,3229.315918
3679.73,102.86,828.07,12240.01,8387.91,647.83,1269,2948,3235.301025
3693.26,104.01,820.56,12373.41,8424.13,659.82,1269,2917,3222.437012
3674.26,104.99,818.94,12552.24,8446.61,662.55,1278.880005,2925,3336.455078
3688.83,105.38,826.45,12376.98,8478.7,673.39,1276.134033,2930,3376.495117
3681.69,105.57,819.54,12348.21,8469,686.26,1258.968994,2970,3116.351074
3661.47,104.83,809.56,12337.22,8485.82,690.19,1284.47998,3028,3173.052002
3663.25,103.89,811.69,12427.26,8420.34,689.3,1309.276978,3048,3323.611084
3661.47,103.53,788.65,12284.3,8479.4,711.47,1309.474976,3059,3343.343994
3620.42,103.58,801.62,12381.02,8442.45,700.28,1309.948975,3048,3351.763916
3619.82,103.23,800.94,12570.22,8435.37,700.03,1312.444946,3083,3383.181885
3598.71,102.67,789.08,12684.92,8475.19,697.72,1306.003052,3132,3352.959961
3652.54,104.14,785.15,12694.28,8468.63,689.63,1303.411987,3159,3305.738037
3648.68,104.95,765.44,12582.18,8480.44,675.7,1287.449951,3153,3262.304932
3705.78,104.02,767.83,12266.39,8554.21,666.94,1294.338989,3159,3210.363037
3699.54,102.77,762.12,12258.9,8552.16,662.62,1287.713989,3172,3128.300049
3668.31,101.07,759.98,12213.8,8582.53,668.22,1293.739014,3145,3204.906982
3681.69,101.26,777.65,12254.99,8541.86,670.8,1318.270996,3174,3174.125977
3701.02,101.98,785.75,12040.39,8564.48,677.31,1316.791016,3154,3136.531006
3714.41,101.13,784.47,11893.69,8543.06,679.16,1286.233032,3203,3075.906982
3697.75,101.79,787.8,11740.15,8563.12,678.01,1289.94104,3184,3095.124023
3695.97,101.91,784.13,12156.81,8596.09,666.11,1293.5,3191,3141.593018
3669.5,101.38,768.34,12110.24,8607.47,666.11,1269.144043,3201,3157.704102
3629.04,101.75,775,12145.74,8634.79,657.42,1255.588989,3229,3173.416016
3656.41,103.4,785.92,11951.09,8636.56,665.32,1243.474976,3234,3203.826904
3629.04,103.42,791.47,11972.25,8704.39,670.81,1227.402954,3246,3222.363037
3652.84,103.63,791.55,12392.66,8663.04,670.81,1231.046021,3250,3246.906006
3659.68,103.25,784.9,12099.66,8670.64,699.68,1206.921997,3276,3228.843018
3671.5,104.16,783.36,12361.32,8719.88,726.1,1201.649048,3292,3298.358887
3720.61,104.68,771.25,12548.64,8667.99,734.05,1208.192017,3284,3310.302979
3732.89,104.13,768.86,12532.6,8691.58,726.1,1205.634033,3273,3336.284912
3758.98,103.98,763.4,12422.86,8653.9,727.24,1200.113037,3278,3263.052002
3766.35,102.96,759.13,12302.46,8629.51,733.71,1195.017944,3319,3279.532959
3742.41,103.16,789.85,12216.4,8591.79,733.71,1172.573975,3356,3248.476074
3745.17,104.08,789.25,12262.89,8572.23,733.38,1181.235962,3363,3241.187012
3755.3,103.63,797.1,12654.36,8598.84,735.1,1223.56604,3356,3302.407959
3753.46,102.64,803.58,12608.92,8584.42,747.28,1202.967041,3357,3286.068115
3757.14,102.58,805.46,12626.03,8561.45,757.59,1191.744995,3385,3290.899902
3758.37,102.38,811.09,12609.42,8528.64,757.59,1214.868042,3408,3349.322998
3760.83,102.06,817.06,12612.43,8563.51,763.8,1225.487061,3440,3372.910889
3758.99,102.6,808.79,12576.44,8582.34,786.56,1248.520996,3468,3449.304932
3772.22,101.38,810.92,12527.26,8626,797.94,1240.972046,3507,3502.846924
3768.52,99.18,816.3,12581.98,8617.92,799.4,1219.510986,3488,3577.301025
3755.91,100.18,816.04,12325.42,8622.35,788.11,1248.203003,3463,3582.270996
3749.45,100.11,821.25,12302.06,8617.57,790.44,1234.332031,3528,3617.318115
3753.14,100.16,815.19,12362.47,8549.7,795.45,1216.962036,3523,3687.728027
3773.45,100.86,805.8,12619.27,8517.88,805.72,1197.734985,3540,3691.409912
3783.12,101.14,805.2,12620.49,8510.98,816.13,1199.901978,3559,3660.727051
3814.83,101.85,816.89,12849.36,8505.92,817.04,1184.192993,3495,3682.094971
3790.41,101.96,819.62,12825.02,8475.3,813.19,1172.55603,3520,3691.095947
3811.34,102.18,822.53,12720.23,8445.45,811.07,1169.187012,3483,3786.568115
3776.78,102.53,826.88,12763.22,8468.12,808.12,1157.970947,3485,3747.898926
3741.9,101.73,830.89,12848.95,8500.48,808.05,1165.334961,3445,3810.293945
3707.97,102.45,832.51,12891.86,8598.65,804.93,1148.756958,3438,3825.783936
3724.77,102.41,831.06,12871.75,8618.38,806.57,1169.118042,3468,3863.928955
3699.09,103,842.92,12831.94,8608.33,808.94,1159.145996,3415,3961.37793
3636.94,104.06,854.1,12820.13,8645.33,808.36,1159.150024,3356,3994.811035
3685.5,103.89,857.76,13010,8702.68,808.87,1159.150024,3107,3957.533936
3669.64,105.11,860.32,13058.2,8711.73,804.37,1159.150024,3098,4034.310059
3667.05,104.06,846.25,12969.54,8798.62,805.07,1159.150024,3145,4121.714844
3624.96,104.86,850.85,13020.83,8826.88,805.07,1159.150024,3091,4135.564941
3646.65,105.91,847.35,12814.35,8813.48,810.25,1130.834961,3078,4084.163086
3652.48,107.58,843.77,12866.78,8845.38,814.7,1135.561035,3040,4194.823242
3674.5,108.14,858.02,12745.88,8900.04,816.63,1124.270996,3067,4287.295898
3688.42,108.58,858.7,12876.31,8838.24,816.23,1103.993042,3178,4217.077148
3709.14,108.96,861.52,12832.18,8844.19,815.65,1107.626953,3183,4293.623047
3702.99,109.51,860.67,12898.38,8870.95,813.45,1095.468018,3122,4398.494141
3702.66,110.73,863.99,12992.66,8935.66,810.34,1099.640015,3052,4414.507813
3704.28,110.24,872.7,12986.8,8971.58,812.82,1102.964966,3040,4393.686035
3739.25,110.5,872.61,13028.16,8928.13,813.04,1103.474976,2954,4527.395996
3753.81,109.63,876.37,12828.68,8984.88,813.88,1099.269043,2871,4476.214844
3755.43,109.81,877.73,12601.19,9015.76,816.22,1070.843994,2918,4476.620117
3748.31,110.08,879.27,12625.62,9012.41,817.89,1073.847046,3078,4441.654785
3727.27,110.15,881.91,12479.63,8968.77,818.79,1072.136963,3015,4480.463867
3732.45,111.1,870.9,12548.35,8937.21,822.66,1058.866943,3064,4298.706055
3735.04,110.44,869.71,12594.03,8883.6,826.88,1051.946045,3087,4229.266113
3741.84,110.71,873.81,12646.22,8884.98,846.47,1060.161987,3066,4112.213867
3735.68,110.83,877.3,12638.32,8900.02,858.7,1060.738037,3054,4205.916992
3720.47,111.56,887.54,12503.82,8885.07,863.76,1039.187012,3039,4333.583984
3730.83,111.26,883.45,12402.85,8866.66,884.66,1016.062988,3032,4401.219238
3764.5,111.3,881.83,12390.48,8927.32,900.66,1013.637024,3047,4375.759766
3798.17,112.11,867.92,12604.45,9019.69,917.56,1034.378052,3087,4378.311035
3796.22,111.07,872.27,12209.81,8993.4,926.2,1030.94104,3083,4308.690918
3792.66,110.84,876.02,12280.32,8991.93,940.73,1115.582031,3105,4283.491211
3765.79,111.96,888.91,12289.76,9005.48,943.61,1131.052002,3093,4417.551758
